txn_size,mpl,isolation_level,total_response_time,elapsed_time,num_transactions,avg_response,throughput,max_response,min_response,avg_transaction_delay
150,256,SERIALIZABLE,9325.161982536316,1800,4583,2.0347287764643935,2.546111111111111,14.33611512184143,0.016210317611694336,32.64775597094553
150,256,REPEATABLE READ,28432.38354229927,1260.0287935733795,53326,0.5331805037373752,42.32125509510786,250.40401315689087,0.015567541122436523,3.7965764521175435e-06
150,256,READ COMMITTED,31484.991246700287,1259.9981572628021,53326,0.5904247692814065,42.322284118132735,342.33983731269836,0.015352249145507812,3.3626963075289368e-06
150,128,SERIALIZABLE,6052.284484863281,1800,5321,1.1374336562419247,2.956111111111111,8.293789148330688,0.01629638671875,18.916764728468717
150,128,REPEATABLE READ,24365.56441450119,1259.9974019527435,53326,0.4569171588812435,42.322309488380995,177.35615491867065,0.015540599822998047,3.5728181610719767e-06
150,128,READ COMMITTED,27954.65675497055,1259.9994518756866,53326,0.5242218946662144,42.32224063321356,313.7601320743561,0.015866518020629883,3.4997402689477774e-06
150,64,SERIALIZABLE,3298.901838541031,1800,7408,0.4453161229132061,4.115555555555556,1.9833858013153076,0.016627073287963867,2.4049267370744607
150,64,REPEATABLE READ,19288.75003004074,1259.9981298446655,53326,0.3617137987105866,42.322285039085024,174.32176184654236,0.015813112258911133,3.139572893245783e-06
150,64,READ COMMITTED,21371.7734708786,1259.998566865921,53326,0.40077585925962195,42.32227035991107,220.63219499588013,0.015525341033935547,3.1055578058624296e-06
150,32,SERIALIZABLE,1434.5755660533905,1800,11310,0.12684134094194435,6.283333333333333,13.62109899520874,0.017273902893066406,1.217883616670057
150,32,REPEATABLE READ,13227.521997213364,1259.9994473457336,53326,0.24805014434259767,42.32224078537058,85.74698829650879,0.015645265579223633,2.6462602359617354e-06
150,32,READ COMMITTED,13632.016869306564,1259.9994022846222,53326,0.2556354661760973,42.32224229893257,132.9809329509735,0.015068292617797852,2.4560565230986167e-06
150,16,SERIALIZABLE,921.2809891700745,1800,12319,0.07478537131017733,6.8438888888888885,55.53240895271301,0.011950254440307617,0.6533052850847595
150,16,REPEATABLE READ,7160.765418291092,1260.014637708664,53326,0.1342828154800865,42.32173056098246,41.264442682266235,0.011530399322509766,3.090168750818594e-06
150,16,READ COMMITTED,7227.452625513077,1259.9987258911133,53326,0.13553337256709816,42.32226501839204,51.82601237297058,0.011727094650268555,3.50213670517773e-06
100,256,SERIALIZABLE,11747.390707969666,1800,7882,1.490407346862429,4.378888888888889,10.849071025848389,0.011502504348754883,21.177449207625333
100,256,REPEATABLE READ,35584.953189373016,1260.2528276443481,79988,0.4448786466641623,63.469804030920336,168.60418176651,0.010919332504272461,5.780178087618599e-06
100,256,READ COMMITTED,51149.96424794197,1260.2029938697815,79988,0.6394704736703252,63.472313896331904,386.52485513687134,0.011088848114013672,6.208158930748792e-06
100,128,SERIALIZABLE,6903.676794052124,1800,8266,0.8351895468245977,4.592222222222222,7.616784572601318,0.011257171630859375,11.119442565170582
100,128,REPEATABLE READ,34495.24966835976,1260.2093782424927,79988,0.43125530915086957,63.47199233793395,208.23602533340454,0.01114654541015625,4.59814200420621e-06
100,128,READ COMMITTED,39285.90805101395,1260.1985166072845,79988,0.49114752276608925,63.47253940223979,315.06937646865845,0.011217355728149414,3.8883945623230815e-06
100,64,SERIALIZABLE,2769.616557121277,1800,10955,0.2528175770991581,6.086111111111111,1.5476593971252441,0.011081457138061523,2.12449209406081
100,64,REPEATABLE READ,24704.13360285759,1260.1944234371185,79988,0.30884799723530515,63.472745564003255,139.9363512992859,0.010950803756713867,3.6094178794330137e-06
100,64,READ COMMITTED,26368.704591989517,1260.196867465973,79988,0.3296582561382897,63.4726224648069,226.30000686645508,0.011041641235351562,3.856402930959663e-06
100,32,SERIALIZABLE,1057.9925866127014,1800,17974,0.05886238937424621,9.985555555555555,7.177599906921387,0.009718894958496094,1.0161510069245316
100,32,REPEATABLE READ,14443.744840145111,1260.1941547393799,79988,0.18057389658630182,63.47275909761879,53.836052894592285,0.01076364517211914,3.285471687330248e-06
100,32,READ COMMITTED,14770.678577899933,1260.1937611103058,79988,0.1846611814009593,63.472778923715516,71.54009222984314,0.010663032531738281,2.917435286420282e-06
100,16,SERIALIZABLE,888.6419415473938,1800,17721,0.050146263842186886,9.845,14.332257986068726,0.008629798889160156,0.14568252244885516
100,16,REPEATABLE READ,7360.089285612106,1260.193917274475,79988,0.09201491830789751,63.47277105812145,26.014613151550293,0.00831913948059082,3.04982812069485e-06
100,16,READ COMMITTED,7387.900227308273,1260.1966876983643,79988,0.09236260723243828,63.472631519204256,27.58572506904602,0.008323431015014648,3.5097827111124164e-06
50,256,SERIALIZABLE,25898.499363183975,1800,25360,1.0212342020182956,14.088888888888889,20.13053321838379,0.0062541961669921875,4.788438025671601
50,256,REPEATABLE READ,66471.34838867188,1260.0212302207947,159976,0.4155082536672493,126.9629401180544,255.41211366653442,0.0061185359954833984,4.742020886320052e-06
50,256,READ COMMITTED,68989.341080904,1260.0003089904785,159976,0.43124806896599494,126.96504822937221,366.94412565231323,0.006243228912353516,4.963857946249463e-06
50,128,SERIALIZABLE,12242.352964878082,1800,23644,0.5177784201014246,13.135555555555555,10.885742664337158,0.007825374603271484,2.3400460441712294
50,128,REPEATABLE READ,48468.22591304779,1260.0010435581207,159976,0.30297185773520896,126.96497421005564,217.3188705444336,0.006293535232543945,4.2170234016700404e-06
50,128,READ COMMITTED,54285.67477154732,1259.9987125396729,159976,0.33933636777733733,126.96520909735686,343.9704976081848,0.006487607955932617,4.417997196554428e-06
