txn_size,mpl,isolation_level,total_response_time,elapsed_time,num_transactions,avg_response,throughput,max_response,min_response,avg_transaction_delay
50,64,REPEATABLE READ,90621.2977669239,1666.3211302757263,300368,0.3017009061115828,180.2581714548012,212.6651771068573,0.005455970764160156,4.0548406741770626e-06
50,64,READ COMMITTED,90742.56968712807,1691.5113899707794,300368,0.3021046505857084,177.57373777139557,341.0217399597168,0.005434989929199219,4.094227587275657e-06
50,32,SERIALIZABLE,1925.7025210857391,1800,21256,0.09059571514328844,11.80888888888889,161.899995803833,0.005728006362915039,0.21993511612360578
50,32,REPEATABLE READ,44204.11668777466,1630.4984307289124,300368,0.14716653134746263,184.21851523384836,227.33428692817688,0.005397796630859375,3.960922797779191e-06
50,32,READ COMMITTED,44011.91977596283,1612.4540717601776,300368,0.14652665988375202,186.28003442734592,227.32354736328125,0.005450010299682617,3.992250717131386e-06
50,16,SERIALIZABLE,1400.1715710163116,1800,25371,0.055187874778933096,14.095,95.27563238143921,0.005395412445068359,0.09488842349289053
50,16,REPEATABLE READ,21885.66911149025,1678.4834940433502,300368,0.07286285193992119,178.95201297239709,175.86404871940613,0.005158901214599609,3.4078423040775386e-06
50,16,READ COMMITTED,21880.216987371445,1653.9071130752563,300368,0.07284470045867551,181.6111664466447,197.76813769340515,0.005197048187255859,3.4376160512879592e-06
10,256,SERIALIZABLE,35107.80814743042,1800,91268,0.384667223423658,50.70444444444445,17.027161121368408,0.0027549266815185547,2.6633308350885763
10,256,REPEATABLE READ,412472.7834496498,1800,1227883,0.3359218943903041,682.1572222222222,1622.5475678443909,0.0028839111328125,3.887412929382916e-06
10,256,READ COMMITTED,402670.5503754616,1800,1213634,0.3317891146552104,674.2411111111111,1507.6399624347687,0.0029625892639160156,3.97807738873688e-06
10,128,SERIALIZABLE,11935.8768055439,1800,78515,0.15202033758573394,43.61944444444445,255.9245629310608,0.002860546112060547,0.6460270157970532
10,128,REPEATABLE READ,206997.87094449997,1800,1406730,0.14714825939910287,781.5166666666667,597.8157801628113,0.0028488636016845703,4.380603481767633e-06
10,128,READ COMMITTED,203532.45145964622,1800,1407344,0.1446216784664206,781.8577777777778,483.7065966129303,0.0027954578399658203,4.366941323220322e-06
10,64,SERIALIZABLE,7821.65926527977,1800,85672,0.09129773164254097,47.595555555555556,223.7318205833435,0.0027303695678710938,0.29703799125270824
10,64,REPEATABLE READ,99961.67645096779,1800,1499439,0.06666605073695414,833.0216666666666,259.9816589355469,0.002712726593017578,4.068551114282513e-06
10,64,READ COMMITTED,99957.091080904,1800,1496698,0.0667850769366325,831.4988888888889,276.3000297546387,0.002750396728515625,4.130498842068683e-06
10,32,SERIALIZABLE,3961.3987090587616,1800,99488,0.03981785450565658,55.27111111111111,146.43172216415405,0.002815723419189453,0.2755100744527496
10,32,REPEATABLE READ,47299.34164142609,1715.4153621196747,1501840,0.03149426146688468,875.4964151330861,119.45406746864319,0.0025746822357177734,3.5630269480622814e-06
10,32,READ COMMITTED,48267.40872550011,1725.359037399292,1501840,0.03213884882910304,870.4507105163387,138.85349464416504,0.002567291259765625,3.6139291813496375e-06
10,16,SERIALIZABLE,2741.8266961574554,1800,89871,0.030508469875237344,49.928333333333335,86.25048089027405,0.0026121139526367188,0.06262326918089652
10,16,REPEATABLE READ,25383.688707590103,1800,1490116,0.017034706497742528,827.8422222222222,65.26096987724304,0.002650737762451172,3.149895452362568e-06
10,16,READ COMMITTED,25084.702008247375,1800,1499367,0.016730194814376584,832.9816666666667,64.42535924911499,0.0026044845581054688,3.093308562757266e-06
1,256,SERIALIZABLE,458151.1952614784,1800,11244696,0.04074376001463076,6247.053333333333,3.9843273162841797,0.00081634521484375,0.00014678949365508052
1,256,REPEATABLE READ,452195.1967391968,1800,10191679,0.04436905800694829,5662.043888888889,417.7085213661194,0.0009632110595703125,4.875570473190494e-06
1,256,READ COMMITTED,455162.1509501934,1800,10506933,0.04332017258986932,5837.185,204.06404757499695,0.0008800029754638672,4.8384943211233555e-06
1,128,SERIALIZABLE,224093.03556609154,1800,9813117,0.022836070900417425,5451.731666666667,144.421138048172,0.00069427490234375,0.0005142901714078976
1,128,REPEATABLE READ,228621.54269337654,1800,11238265,0.020343135056289964,6243.480555555556,130.71340799331665,0.0007107257843017578,4.620602412291646e-06
1,128,READ COMMITTED,228602.9711472988,1800,11303005,0.020224973017998207,6279.447222222222,130.1585352420807,0.0006487369537353516,4.593216204811459e-06
1,64,SERIALIZABLE,89068.96912837029,1800,3907202,0.022796100413638783,2170.6677777777777,1097.9580478668213,0.0006480216979980469,0.0018063501362130838
1,64,REPEATABLE READ,114474.84237027168,1800,10916536,0.010486370618873211,6064.742222222222,59.089733362197876,0.0005872249603271484,3.7052107220265314e-06
1,64,READ COMMITTED,114458.84550881386,1800,11076371,0.010333605249301766,6153.539444444445,51.639861822128296,0.0005817413330078125,3.7518278583427636e-06
1,32,SERIALIZABLE,46488.35832810402,1800,4791821,0.009701605783710205,2662.1227777777776,1119.13210272789,0.0006055831909179688,2.187276730579889e-06
1,32,REPEATABLE READ,57407.32868242264,1800,7508362,0.007645785949375195,4171.312222222222,28.15592670440674,0.0005202293395996094,2.9601360266947727e-06
1,32,READ COMMITTED,57405.138775110245,1800,7451427,0.0077039121198007095,4139.681666666666,28.292020320892334,0.0005040168762207031,3.0434487532282263e-06
1,16,SERIALIZABLE,28731.916360855103,1800,3939980,0.007292401575859548,2188.8777777777777,40.812861919403076,0.0005578994750976562,1.8853387949842477e-06
1,16,REPEATABLE READ,28724.419620752335,1800,4213883,0.006816615368948862,2341.0461111111113,16.064024925231934,0.0005428791046142578,1.9203444469513825e-06
1,16,READ COMMITTED,28724.237869501114,1800,4224722,0.006799083553782027,2347.067777777778,16.056578159332275,0.0005204677581787109,1.8932858643492168e-06
